review_overall,review_aroma,review_appearance,review_palate,review_taste,cluster
3.0,4.0,3.5,3.5,3.0,750
4.5,4.0,4.5,3.0,4.0,1102
4.0,4.0,4.5,4.5,4.5,191
4.0,4.0,4.0,4.0,4.0,49
4.0,3.5,4.0,4.5,3.5,158
4.0,4.5,4.5,4.5,4.5,371
4.5,4.0,4.5,5.0,4.5,271
3.5,3.0,3.5,3.0,3.5,210
3.5,3.5,4.0,3.5,3.0,140
4.5,4.0,4.5,4.5,4.5,136
3.5,3.5,4.0,3.0,3.5,237
2.5,3.0,2.5,2.0,2.5,500
3.0,3.5,3.0,4.0,3.0,1005
4.0,4.5,4.0,3.5,4.0,21
3.0,4.0,4.0,3.0,3.5,327
3.0,3.5,4.0,3.5,4.0,414
3.5,3.0,3.0,3.0,3.5,29
5.0,4.0,4.0,4.5,4.5,407
3.5,3.5,4.0,4.0,4.0,48
4.0,4.0,4.5,3.5,3.5,52
4.5,3.0,3.5,3.5,4.0,27
4.0,5.0,3.5,4.5,4.5,-1
4.0,4.0,5.0,4.0,3.5,826
4.5,4.0,4.0,4.0,4.0,25
4.0,3.5,4.0,3.5,3.5,123
4.5,3.5,4.5,4.0,4.0,273
4.0,4.5,4.0,4.0,4.5,70
2.0,3.5,4.0,3.0,3.5,779
4.5,4.0,4.5,4.0,4.5,99
4.0,4.0,3.5,4.0,4.0,35
2.5,2.0,3.5,2.5,2.5,825
4.0,4.0,4.0,4.0,4.0,49
3.5,3.5,4.0,4.0,3.5,2
2.0,2.0,4.0,3.5,2.0,-1
2.5,2.5,3.0,3.0,3.0,289
4.0,4.5,4.0,4.0,3.5,44
4.5,4.0,4.0,3.5,4.0,125
4.0,4.0,4.0,4.0,4.0,49
4.0,3.5,3.5,3.5,4.0,150
4.5,4.5,4.0,4.0,5.0,734
4.5,4.0,3.0,3.0,4.5,-1
3.5,3.5,4.0,3.5,3.0,140
3.5,3.0,4.0,4.0,3.5,11
3.5,4.5,3.0,3.5,3.5,1039
4.0,4.5,4.0,4.0,4.5,70
4.0,2.0,3.5,4.0,4.5,-1
4.0,4.0,3.5,4.0,4.0,35
4.5,4.0,4.0,4.5,4.0,192
3.5,2.0,3.0,3.5,3.0,-1
5.0,3.5,3.5,3.0,4.0,-1
4.0,3.5,4.0,4.0,4.0,124
4.5,4.5,4.0,4.0,4.5,5
4.0,3.5,4.0,4.0,4.5,142
4.0,4.5,4.0,4.5,4.5,148
4.0,3.5,4.5,4.0,4.0,71
4.0,4.0,4.0,4.5,4.0,122
4.0,4.0,4.0,4.0,4.0,49
4.5,4.0,4.0,3.5,4.0,125
4.5,4.0,4.0,4.0,4.5,131
4.5,4.0,4.0,4.0,4.5,131
3.0,2.5,3.0,3.0,3.5,558
4.0,3.0,4.5,3.5,3.5,419
4.5,4.0,3.5,4.0,5.0,820
4.0,3.5,3.0,4.0,4.5,962
4.5,5.0,4.0,4.5,4.5,397
4.0,4.5,4.5,4.0,4.0,46
4.5,4.5,4.5,4.0,4.5,60
4.0,4.0,4.5,4.0,4.5,10
4.0,5.0,4.5,4.0,4.0,808
4.0,4.5,4.5,4.0,4.0,46
3.5,4.5,4.0,4.0,4.0,88
4.0,4.0,4.0,4.5,4.5,86
4.0,4.0,5.0,4.0,4.0,17
4.0,3.0,4.5,4.5,4.0,735
2.5,2.5,3.5,2.5,2.5,1103
4.0,4.0,4.0,4.0,4.5,34
3.0,4.5,4.0,3.5,3.5,1104
4.0,4.5,4.5,3.5,4.0,834
1.5,1.5,2.0,1.5,1.5,1105
1.0,1.0,2.0,2.0,1.0,-1
3.5,3.5,3.5,4.0,4.0,322
3.5,3.5,3.0,4.0,3.5,223
3.5,4.0,3.5,3.5,4.0,228
4.0,4.5,4.5,4.0,4.0,46
3.0,3.0,4.0,3.0,3.0,28
4.0,3.5,4.0,3.5,4.0,164
3.5,4.5,4.0,4.0,4.0,88
1.0,2.5,2.0,2.0,1.5,-1
4.0,3.0,4.5,4.0,4.5,-1
3.5,4.5,4.0,4.0,4.0,88
4.5,4.0,4.0,4.5,4.5,135
4.5,5.0,4.0,5.0,4.5,116
4.0,4.0,4.0,4.0,4.0,49
4.5,4.0,4.5,4.5,4.5,136
4.0,4.0,3.5,4.0,4.0,35
4.0,4.0,4.0,4.0,4.0,49
4.5,4.0,4.5,4.5,4.5,136
4.0,3.5,4.0,3.5,4.0,164
4.5,4.0,4.0,4.5,4.5,135
3.5,3.5,4.0,3.5,3.5,6
4.0,3.5,4.0,4.0,4.0,124
3.5,4.5,3.5,3.5,4.0,276
4.5,4.0,4.5,4.0,4.5,99
3.5,4.0,4.0,3.5,3.0,169
4.0,3.5,3.5,4.0,4.5,324
4.5,5.0,4.5,5.0,4.5,481
4.5,3.0,3.5,4.0,3.0,-1
4.5,4.0,4.0,4.0,4.5,131
4.0,4.5,5.0,4.0,4.5,225
4.0,3.5,3.5,4.0,3.5,159
5.0,4.5,4.5,4.5,4.5,85
3.5,3.5,4.0,3.0,3.5,237
5.0,5.0,4.0,4.5,5.0,1012
4.5,4.0,4.0,4.0,4.0,25
4.0,4.5,4.5,4.5,4.5,371
4.0,3.5,3.5,4.0,4.0,26
5.0,4.5,4.5,5.0,5.0,495
4.5,4.5,4.0,4.0,4.0,7
4.5,5.0,4.5,4.0,5.0,652
4.0,4.0,5.0,4.0,5.0,460
3.5,3.5,3.0,4.5,4.0,1106
2.5,2.0,3.5,3.0,2.0,-1
4.0,4.5,4.0,3.5,4.0,21
4.0,4.5,3.5,3.5,4.5,839
4.5,5.0,4.5,5.0,4.5,481
4.0,4.5,4.0,4.0,4.5,70
2.5,4.5,4.0,4.0,2.5,1107
4.5,4.0,4.5,5.0,4.5,271
4.0,4.0,4.0,4.0,4.0,49
4.0,4.0,3.5,3.0,3.5,304
4.5,3.0,4.0,4.0,3.5,441
5.0,4.0,5.0,4.5,5.0,294
3.5,3.5,3.5,4.0,3.5,470
2.5,4.0,3.0,3.0,4.0,-1
4.0,4.0,4.0,3.5,4.5,101
5.0,5.0,5.0,4.5,4.5,913
3.5,4.5,4.0,4.5,4.5,1108
5.0,4.5,4.5,4.5,5.0,212
3.5,4.5,4.0,3.0,3.5,980
3.5,4.0,4.0,3.0,3.5,117
2.0,1.5,2.0,2.0,2.5,-1
4.5,3.5,3.5,4.5,3.5,658
4.0,4.0,4.5,4.0,4.0,12
4.0,4.0,4.0,4.0,4.0,49
3.0,3.0,4.0,4.0,3.0,549
4.0,4.0,3.5,4.5,4.0,493
4.0,4.0,4.5,4.5,4.5,191
4.5,4.0,4.0,4.0,4.5,131
4.0,4.0,4.0,4.5,4.0,122
4.0,3.5,4.0,4.0,3.0,542
4.5,4.0,4.0,4.5,4.5,135
2.0,3.5,3.5,3.5,2.5,-1
4.0,3.5,4.0,3.5,4.0,164
5.0,5.0,4.5,4.5,5.0,155
3.0,3.5,4.0,2.5,3.0,678
4.0,4.5,4.0,4.5,4.5,148
5.0,5.0,5.0,5.0,5.0,0
2.5,3.0,2.5,3.0,2.0,-1
4.0,4.0,4.0,4.0,4.0,49
4.0,4.0,4.0,3.5,4.0,194
3.0,3.0,3.5,3.5,2.5,544
4.0,4.0,3.5,3.5,3.5,278
3.5,4.5,3.5,4.0,4.0,584
4.0,4.0,4.0,4.5,4.0,122
4.0,4.0,4.0,4.0,4.0,49
4.0,4.0,4.0,4.0,5.0,871
3.5,4.0,4.0,3.5,3.5,51
3.5,3.5,3.5,3.5,3.0,139
4.0,3.5,4.0,4.0,4.0,124
4.0,4.5,3.0,4.5,4.0,-1
3.0,3.0,2.5,2.5,2.5,791
4.0,4.0,3.5,5.0,4.0,887
2.0,2.5,3.0,3.0,2.5,102
3.5,3.0,3.5,3.0,3.5,210
4.0,4.0,4.0,4.0,4.0,49
3.0,4.0,4.5,4.0,3.5,646
4.0,3.5,5.0,3.0,4.5,1109
4.0,4.5,4.5,4.0,4.5,9
1.5,1.5,3.0,3.0,2.0,-1
4.0,3.0,3.5,4.0,3.5,268
5.0,4.0,4.5,4.0,4.5,33
1.0,2.5,3.0,1.0,1.5,-1
4.0,4.0,4.0,4.0,4.0,49
4.0,5.0,4.0,5.0,4.5,983
5.0,3.5,3.5,4.0,4.5,1110
4.0,4.0,4.0,4.5,4.0,122
4.0,4.0,4.0,3.5,4.5,101
4.0,4.0,4.0,3.5,3.5,177
4.5,4.0,4.0,4.5,4.5,135
3.0,3.5,4.0,4.0,4.5,1080
4.0,4.0,4.0,4.0,4.0,49
3.0,3.0,3.0,3.0,3.5,590
5.0,4.0,4.5,4.0,4.0,305
4.5,4.5,3.0,3.5,5.0,404
4.5,4.0,4.0,5.0,5.0,318
4.5,5.0,4.5,4.0,4.5,53
4.5,4.5,4.0,4.0,4.5,5
3.0,4.0,4.0,3.0,3.5,327
4.0,3.5,4.0,4.0,4.0,124
4.0,4.0,4.0,4.0,4.5,34
4.0,4.5,4.0,4.0,4.5,70
4.0,4.5,4.0,4.5,5.0,540
4.0,4.5,4.0,4.0,4.0,8
4.5,4.5,5.0,4.0,4.5,800
2.5,2.0,2.5,3.0,2.0,-1
4.5,3.0,4.0,3.5,4.0,227
3.5,3.5,4.0,4.0,4.0,48
3.5,4.0,4.0,4.0,4.0,79
4.5,3.5,4.5,4.0,4.0,273
4.5,3.5,3.5,3.5,4.0,578
4.5,4.5,4.0,4.0,4.5,5
2.0,3.0,3.5,3.0,3.0,1073
4.0,4.0,4.0,4.0,4.5,34
4.5,4.0,3.5,4.0,4.5,336
4.0,4.0,4.0,3.5,3.5,177
4.5,4.5,4.0,4.0,4.0,7
4.0,4.0,4.0,4.0,4.0,49
5.0,4.0,4.0,4.0,4.0,343
4.0,2.5,3.0,1.5,3.5,-1
4.0,4.5,4.0,4.0,4.5,70
4.5,5.0,4.5,4.0,5.0,652
5.0,5.0,5.0,5.0,5.0,0
4.5,4.5,4.5,4.5,4.5,59
4.0,3.5,4.0,4.0,4.5,142
4.0,4.5,4.5,4.0,4.0,46
3.5,3.5,3.5,3.0,3.5,30
4.0,4.0,4.5,3.5,4.5,451
4.0,3.5,4.0,4.0,4.0,124
3.5,4.5,4.0,4.0,4.5,77
4.0,4.5,4.0,4.0,4.0,8
4.5,4.0,5.0,4.0,4.5,55
4.5,4.0,4.5,4.5,4.0,50
4.0,4.0,5.0,4.0,4.0,17
4.0,4.0,4.0,3.5,4.0,194
3.5,3.5,4.0,4.5,4.0,664
4.0,4.0,4.0,4.0,4.0,49
4.0,3.5,3.5,4.0,3.5,159
3.5,3.5,4.5,4.0,3.5,707
4.0,3.5,4.0,3.5,4.0,164
1.5,1.0,2.5,2.0,1.5,1111
3.0,3.0,2.5,3.0,2.5,618
4.0,4.0,3.5,3.5,4.0,81
4.0,3.5,3.5,3.5,4.0,150
3.0,3.5,3.5,3.0,3.0,458
4.0,4.0,4.5,3.5,4.0,94
4.0,4.0,4.0,3.0,3.5,313
4.0,4.0,4.0,4.0,4.5,34
4.0,4.0,4.0,4.0,4.0,49
4.0,4.0,3.5,4.0,3.5,167
4.0,2.5,4.0,4.0,3.5,855
4.5,4.5,4.0,4.0,4.5,5
4.5,4.0,4.0,4.0,4.0,25
3.5,3.5,4.0,4.0,4.0,48
3.5,3.5,3.5,3.5,4.0,219
4.0,3.0,3.5,4.0,3.5,268
2.5,2.5,2.5,2.5,2.5,63
4.0,4.0,5.0,4.5,4.0,489
3.5,4.5,3.5,4.0,3.5,656
2.0,1.5,2.0,1.5,2.0,152
3.5,4.0,4.0,3.0,4.0,330
4.5,4.5,4.5,4.5,5.0,220
4.0,4.0,4.0,4.0,4.0,49
4.5,4.5,4.0,4.0,4.0,7
3.0,3.0,3.0,3.5,3.0,293
4.5,3.5,4.5,4.0,4.5,303
1.5,2.5,3.0,2.0,2.5,-1
5.0,4.0,4.0,5.0,4.0,976
3.5,3.5,4.0,3.5,3.5,6
4.0,4.5,3.5,3.5,3.5,972
3.5,4.0,3.5,3.5,4.0,228
4.0,3.5,3.5,3.5,4.0,150
3.5,3.5,3.5,4.0,3.5,470
4.5,4.0,4.5,4.5,4.0,50
4.5,3.5,4.0,4.0,4.5,61
3.0,3.5,3.5,4.0,3.0,799
4.0,3.5,4.0,3.0,4.0,592
5.0,4.5,5.0,5.0,4.0,-1
3.5,3.0,2.5,2.0,2.5,-1
3.5,3.5,3.5,3.5,3.5,134
2.5,3.0,3.0,3.0,3.0,1027
3.5,4.0,3.0,3.5,4.0,546
4.0,4.0,4.0,4.0,4.5,34
3.5,3.0,3.0,3.5,3.0,587
5.0,5.0,5.0,5.0,5.0,0
3.5,4.0,4.5,4.0,4.5,1023
4.5,4.0,4.0,4.0,4.0,25
4.5,4.5,4.0,4.0,4.0,7
2.0,2.5,4.5,3.5,2.0,-1
3.5,3.5,4.0,4.0,4.0,48
5.0,4.5,5.0,4.5,5.0,756
4.0,4.5,4.0,3.5,4.0,21
2.0,2.0,2.0,1.5,2.5,-1
2.5,1.5,1.5,1.5,2.0,1017
4.0,3.5,4.0,4.0,4.0,124
4.0,4.0,4.0,4.5,4.0,122
4.5,3.5,4.5,4.5,5.0,-1
3.0,2.5,3.5,3.0,3.0,292
4.0,4.0,3.0,4.0,4.0,528
4.0,4.5,4.0,4.0,4.0,8
3.5,3.0,4.0,3.5,4.0,865
4.5,4.5,4.5,4.5,4.5,59
4.0,3.5,4.0,4.5,4.5,349
4.5,4.0,3.5,4.0,3.5,1054
4.5,4.5,4.0,4.0,5.0,734
4.5,4.0,4.5,4.0,4.5,99
3.0,2.5,2.5,3.0,2.5,1112
3.5,3.0,4.0,4.0,4.5,555
3.5,3.5,3.5,3.5,3.5,134
4.0,4.0,5.0,3.0,3.5,-1
3.5,4.0,4.0,3.0,4.0,330
1.0,1.0,1.0,1.0,1.0,299
4.0,4.5,4.5,4.0,4.5,9
2.5,2.5,2.0,3.0,2.5,680
4.0,3.5,4.0,4.0,4.0,124
4.5,4.5,5.0,4.5,5.0,100
2.5,3.0,2.0,3.5,3.0,-1
2.5,2.0,4.5,3.5,3.0,-1
4.0,4.0,4.5,4.5,4.0,57
3.0,3.0,3.5,2.5,3.0,835
3.0,3.0,3.0,3.5,3.5,552
4.5,3.5,4.0,4.0,4.0,186
4.5,4.0,3.5,4.0,4.0,244
4.5,5.0,5.0,5.0,4.5,452
4.0,3.5,3.5,3.5,3.5,13
3.0,4.5,3.5,3.5,4.0,1066
4.0,5.0,4.0,4.0,4.5,261
3.5,3.5,3.5,3.5,4.5,-1
4.5,3.5,4.0,4.5,3.5,185
4.5,4.5,5.0,4.0,4.5,800
3.5,4.0,3.5,3.5,3.5,149
4.0,4.0,4.0,4.0,4.0,49
4.0,4.0,4.0,3.5,4.0,194
4.5,4.5,4.0,4.0,4.5,5
3.5,3.0,3.5,3.5,3.0,75
4.0,3.5,3.5,4.0,4.0,26
4.0,3.5,4.0,4.0,4.0,124
4.5,4.0,4.5,4.0,4.0,82
3.5,3.0,3.0,3.5,3.5,482
3.5,3.0,3.0,3.0,3.0,415
4.0,4.0,3.5,3.5,4.0,81
2.0,2.0,4.0,3.0,2.0,1007
4.5,4.5,4.0,4.0,4.5,5
4.5,3.5,4.5,4.5,4.0,805
4.0,4.0,4.0,4.0,4.0,49
4.0,4.0,4.5,4.0,4.5,10
3.0,4.0,4.0,3.5,3.0,784
4.5,4.0,4.0,4.0,4.0,25
3.0,3.0,3.0,3.0,3.0,92
4.0,4.0,4.0,4.5,4.0,122
4.0,4.0,4.5,4.5,4.0,57
4.0,4.0,4.0,4.0,3.5,38
4.0,3.5,3.0,3.5,3.5,333
4.0,3.5,3.0,3.0,3.5,850
3.5,3.5,4.0,3.0,3.5,237
3.5,3.5,4.0,3.5,3.5,6
5.0,4.0,4.5,5.0,4.5,608
4.0,4.0,3.5,4.0,4.0,35
4.0,3.5,3.5,4.0,3.5,159
4.5,4.0,3.5,4.0,4.5,336
4.0,4.0,3.5,4.0,3.5,167
4.5,4.0,4.0,4.0,4.0,25
4.0,3.5,4.0,4.0,4.5,142
3.5,3.5,4.0,3.5,3.5,6
4.5,4.5,4.5,3.0,4.5,758
4.0,3.0,3.5,4.0,3.5,268
3.5,3.5,4.0,3.0,3.0,298
3.0,3.5,3.5,3.5,2.5,524
4.0,4.5,4.5,3.5,4.5,76
4.0,3.5,3.5,3.5,4.0,150
4.5,4.5,4.5,5.0,4.5,317
5.0,5.0,4.5,5.0,5.0,519
3.5,4.0,3.5,3.5,3.5,149
4.5,4.0,4.0,4.5,4.0,192
4.0,4.5,4.0,4.0,4.5,70
2.5,3.5,4.0,2.0,2.5,-1
4.0,4.5,4.0,4.0,4.0,8
4.0,3.5,4.5,4.0,4.0,71
3.5,3.5,4.5,3.5,4.5,-1
4.0,4.0,3.5,3.5,4.0,81
2.0,2.5,3.0,2.0,2.5,1099
2.0,2.5,3.5,2.5,2.0,-1
5.0,5.0,5.0,5.0,5.0,0
4.0,4.5,4.5,4.0,4.0,46
3.5,4.0,4.0,3.0,3.5,117
3.5,3.5,3.5,3.0,3.5,30
3.0,4.0,4.0,4.0,4.0,813
2.0,4.0,4.5,3.0,2.0,-1
4.0,4.5,4.0,4.0,4.0,8
4.0,4.5,4.0,4.0,4.5,70
4.5,4.0,4.5,4.0,4.5,99
3.5,4.0,4.0,4.5,4.0,408
3.0,3.5,3.5,3.0,2.5,216
3.5,4.0,3.5,4.5,4.0,845
3.0,3.5,3.5,4.0,3.5,708
4.5,4.0,4.0,4.0,4.0,25
4.0,4.0,5.0,4.0,4.0,17
2.0,4.0,4.5,3.5,3.5,-1
3.5,3.5,3.0,3.0,3.5,226
3.0,2.5,3.5,2.0,2.5,-1
4.0,3.5,4.0,4.0,4.0,124
4.0,4.5,4.5,4.0,4.5,9
4.0,3.5,4.0,4.0,3.5,16
4.0,4.5,4.5,4.0,4.0,46
3.5,4.0,3.5,3.5,3.0,103
4.5,2.5,3.5,3.5,3.5,-1
4.5,4.0,4.5,4.0,4.5,99
3.5,3.5,4.0,4.0,3.0,829
4.0,3.5,4.0,3.0,3.0,716
4.0,3.5,3.5,4.0,4.0,26
4.0,4.0,4.0,3.5,4.5,101
3.5,4.0,3.5,3.5,4.0,228
4.0,3.5,4.0,4.0,4.0,124
4.5,4.5,4.0,4.0,4.0,7
5.0,5.0,5.0,5.0,5.0,0
4.0,4.0,3.0,4.5,4.0,423
4.0,4.0,4.0,4.0,4.0,49
3.5,3.5,4.0,4.0,4.5,777
4.0,4.0,3.5,3.5,4.0,81
3.5,3.5,3.5,3.5,4.0,219
5.0,4.0,3.5,4.0,4.5,766
4.5,2.5,4.0,4.0,4.0,-1
4.0,4.0,3.5,4.0,4.0,35
4.5,5.0,4.5,4.5,5.0,36
3.5,4.0,4.5,4.0,3.5,230
4.0,3.0,4.0,4.0,3.5,259
3.5,3.5,3.0,3.5,3.0,115
4.0,4.0,4.5,4.5,4.5,191
3.5,3.5,4.5,3.5,3.5,231
3.0,3.0,4.0,4.0,3.0,549
2.5,2.5,2.5,2.5,2.5,63
4.0,4.0,4.0,4.0,4.5,34
3.0,3.5,4.0,4.0,3.5,72
3.5,2.5,3.0,2.5,3.0,873
4.5,4.5,4.0,3.5,4.0,702
3.0,3.0,4.0,3.5,3.5,538
4.5,2.0,3.0,3.5,2.0,-1
4.0,3.0,3.5,3.0,3.0,439
4.5,5.0,4.0,4.5,5.0,319
3.0,3.0,4.0,4.0,3.0,549
4.5,4.5,4.5,4.5,4.5,59
1.5,2.0,3.0,2.5,2.0,68
5.0,5.0,5.0,4.5,5.0,503
4.0,4.0,4.0,3.5,3.0,-1
3.0,3.0,3.5,3.5,3.5,536
4.0,4.0,3.5,3.0,4.0,642
4.5,4.5,4.5,5.0,4.5,317
3.0,3.0,3.0,3.0,3.0,92
3.0,3.0,3.0,2.0,3.0,895
4.5,4.0,4.5,4.5,4.0,50
4.5,3.5,4.0,4.0,4.0,186
3.5,3.0,4.0,3.5,3.0,726
4.5,3.0,4.0,4.5,4.0,879
4.5,4.5,3.5,4.0,4.0,214
4.0,3.5,4.5,3.5,4.0,233
3.5,3.5,4.5,4.0,3.5,707
4.0,4.0,3.0,3.5,4.0,56
4.0,4.5,4.0,4.0,3.5,44
1.0,1.0,1.5,1.0,1.0,959
4.0,4.0,3.5,4.0,4.0,35
3.5,4.0,4.0,4.0,3.5,90
4.0,4.0,3.5,3.0,3.5,304
3.5,3.5,3.5,4.0,4.0,322
4.0,4.0,4.0,4.5,4.5,86
4.0,3.0,3.0,4.0,3.0,484
5.0,5.0,5.0,5.0,5.0,0
4.0,4.0,4.0,4.0,4.0,49
4.5,4.0,4.5,4.0,4.0,82
2.5,4.0,2.5,2.5,2.5,926
4.0,4.5,4.0,4.5,4.0,203
3.5,3.0,3.0,4.0,3.0,-1
3.0,3.5,4.0,3.5,4.0,414
4.5,4.5,4.0,4.0,4.5,5
4.0,3.5,4.0,4.0,4.0,124
2.5,3.5,3.5,2.0,3.5,-1
4.5,4.0,4.5,4.0,4.5,99
4.0,4.5,4.0,4.5,4.0,203
3.5,4.0,5.0,4.0,4.0,685
4.0,3.5,4.0,4.0,4.0,124
4.0,4.5,4.5,4.0,4.0,46
3.0,4.0,4.0,2.5,3.5,-1
5.0,4.0,4.5,4.5,5.0,282
3.5,2.5,2.5,3.0,3.5,-1
4.0,4.5,4.0,4.0,4.0,8
4.0,4.0,4.0,4.0,4.5,34
5.0,4.5,4.0,4.0,4.5,141
4.0,4.0,4.0,4.0,4.0,49
3.5,3.5,3.5,4.0,4.0,322
4.0,4.5,4.0,4.0,4.5,70
4.5,4.0,3.5,3.5,4.0,22
3.5,4.0,4.0,4.0,3.5,90
4.0,4.5,4.5,4.0,4.5,9
4.0,4.0,4.0,4.0,4.5,34
4.5,4.5,4.5,5.0,4.5,317
4.0,4.0,4.0,4.0,4.0,49
3.5,3.5,3.0,4.0,4.0,47
4.5,4.5,3.0,4.5,5.0,-1
4.0,4.0,4.0,4.0,4.0,49
4.0,3.5,4.0,3.5,3.5,123
4.0,4.0,4.0,3.5,3.5,177
3.5,4.0,4.0,4.0,4.5,467
4.5,4.5,4.5,3.0,4.5,758
1.0,2.0,2.0,2.0,1.0,987
4.5,4.5,4.5,4.0,4.5,60
5.0,4.5,4.5,4.5,5.0,212
3.5,5.0,3.5,4.5,4.5,-1
3.5,4.0,3.5,3.5,4.0,228
4.0,4.0,4.0,3.0,4.0,260
4.0,3.5,3.0,3.5,4.5,655
4.5,3.5,4.0,4.0,4.0,186
5.0,4.5,4.5,4.5,5.0,212
2.0,3.0,2.5,2.0,2.5,-1
4.5,4.5,4.5,3.5,4.5,45
4.0,3.5,4.0,3.5,3.5,123
4.0,4.0,4.0,4.0,4.5,34
4.5,4.0,4.0,4.0,4.0,25
3.5,3.0,4.0,3.5,3.5,255
4.0,4.0,4.0,3.5,4.0,194
3.0,3.0,4.0,3.0,3.0,28
4.5,4.0,4.0,4.5,4.0,192
4.0,3.5,4.0,3.5,4.0,164
4.5,4.5,4.5,4.5,4.0,19
4.5,2.5,3.0,3.0,3.5,612
4.5,4.5,5.0,4.5,4.5,213
4.5,3.5,4.0,4.0,4.5,61
4.5,4.0,4.0,4.0,3.5,163
4.0,4.0,3.5,4.0,4.0,35
4.5,3.5,4.0,4.0,4.0,186
4.5,4.0,3.5,4.5,4.0,269
4.5,5.0,4.5,5.0,5.0,428
5.0,4.5,5.0,5.0,4.5,204
4.0,4.0,3.5,4.0,4.0,35
3.5,4.5,4.0,3.5,3.5,40
3.5,3.5,4.0,3.0,3.5,237
3.0,2.0,2.0,2.0,3.0,961
4.5,3.5,4.0,4.0,4.0,186
5.0,3.5,3.5,4.0,4.0,897
4.0,4.5,4.5,4.5,5.0,409
3.5,3.5,4.0,4.0,3.0,829
3.0,3.5,4.5,4.0,3.5,848
4.0,3.5,3.5,4.0,3.5,159
4.0,4.5,4.5,5.0,4.0,1113
3.5,3.5,4.0,3.5,3.5,6
4.0,4.5,4.0,4.5,5.0,540
4.5,4.0,4.0,4.0,4.5,131
4.5,4.0,4.5,4.5,4.0,50
2.5,3.5,4.0,2.5,3.5,-1
4.5,4.0,4.5,4.5,4.5,136
3.0,3.0,4.5,3.0,3.0,1114
4.0,4.0,3.5,4.0,4.0,35
4.0,4.0,4.0,4.0,4.0,49
4.0,4.5,4.0,4.0,4.0,8
4.0,4.0,4.0,4.5,4.0,122
4.0,3.5,3.0,2.5,3.5,1092
4.0,4.0,4.0,4.0,4.0,49
4.5,4.0,3.0,3.0,4.0,242
4.0,4.0,4.0,4.0,4.0,49
4.5,4.5,4.0,4.0,4.5,5
3.0,3.5,3.5,3.5,3.5,23
3.5,4.0,4.5,4.0,3.5,230
4.5,4.0,4.0,4.0,4.5,131
4.0,3.5,3.5,4.5,3.5,815
4.5,5.0,4.5,4.5,5.0,36
3.5,3.5,4.0,4.0,3.5,2
4.0,4.0,3.5,3.5,3.5,278
3.5,4.5,4.0,4.0,4.0,88
4.5,4.5,4.5,4.5,5.0,220
4.5,4.5,4.5,4.5,4.5,59
3.0,3.5,4.0,3.5,4.0,414
4.0,4.0,3.5,3.5,4.0,81
3.5,2.5,2.0,3.0,3.5,483
5.0,3.0,3.5,4.5,4.0,1115
4.5,4.0,3.0,3.0,4.0,242
5.0,5.0,4.5,4.5,5.0,155
4.0,3.5,4.0,4.5,4.0,335
4.5,5.0,4.0,5.0,5.0,-1
4.0,3.5,4.0,3.5,3.5,123
4.0,3.5,3.5,3.0,3.5,265
3.5,4.0,4.0,4.0,4.0,79
2.5,2.0,3.0,2.5,2.5,719
4.0,5.0,5.0,4.0,5.0,654
4.0,3.5,4.0,3.5,4.0,164
4.5,4.5,4.5,5.0,4.5,317
4.5,3.5,4.0,4.0,4.0,186
4.0,4.0,3.5,3.5,4.0,81
4.0,4.0,4.0,4.0,4.5,34
3.5,3.5,3.5,3.5,4.0,219
4.5,3.5,4.0,4.0,4.5,61
4.0,4.0,3.5,3.5,4.0,81
4.5,3.5,3.5,4.0,4.5,527
3.0,4.0,4.0,3.0,3.0,240
4.0,4.5,4.5,4.0,4.0,46
5.0,5.0,5.0,5.0,5.0,0
2.5,2.5,2.5,2.5,3.0,425
3.5,4.0,4.0,3.5,4.0,89
3.0,3.5,3.5,3.5,3.0,478
4.0,4.0,4.0,4.0,4.0,49
4.0,4.0,4.0,4.0,4.0,49
3.0,3.0,4.0,3.0,2.5,456
4.0,4.0,4.0,4.0,4.5,34
3.5,4.5,4.0,3.5,3.5,40
4.5,5.0,3.5,4.0,4.5,1116
4.0,4.0,3.5,4.0,4.0,35
2.0,2.5,3.5,3.5,2.5,-1
3.0,4.0,4.0,4.5,4.0,-1
4.5,3.5,4.0,3.5,3.5,410
4.0,3.5,4.5,4.0,4.0,71
4.5,4.5,3.5,4.5,4.5,257
4.5,3.5,4.0,4.0,4.0,186
3.5,3.5,4.0,3.5,3.5,6
4.0,3.5,4.0,3.0,4.0,592
4.0,4.5,4.5,4.0,4.0,46
2.0,3.5,3.0,2.0,2.0,1117
4.0,4.5,4.0,4.5,4.0,203
4.5,4.5,4.0,4.0,4.5,5
4.5,4.0,3.5,4.0,3.5,1054
4.0,4.5,4.5,4.0,4.5,9
4.5,4.0,4.5,4.5,4.5,136
2.0,2.5,3.0,2.5,2.5,628
4.5,4.5,4.5,4.5,5.0,220
4.0,3.0,2.0,3.0,4.0,-1
2.5,3.0,3.5,2.5,2.5,487
3.0,3.5,4.0,4.0,3.0,468
4.5,4.0,5.0,4.5,4.5,679
4.5,5.0,4.0,4.5,5.0,319
4.5,4.5,4.5,4.0,4.5,60
4.0,3.0,4.0,4.0,4.0,235
4.5,3.5,4.0,4.5,4.0,607
4.0,3.5,3.0,4.0,4.0,187
3.5,4.0,4.0,3.5,4.0,89
1.0,2.0,2.0,1.0,1.0,-1
1.0,2.0,1.5,1.0,2.0,-1
